VendaID,ClienteID,VeiculoID,DataVenda,VendedorID,Preco,Desconto,PrecoFinal,FormaPagamento
483,112,509,2024-08-13,310,74275,15000,59275,Financiamento
484,454,220,2024-10-01,334,70061,5000,65061,À vista
485,271,567,2025-09-29,317,62678,15000,47678,Leasing
486,342,563,2025-08-21,321,85716,10000,75716,À vista
487,583,219,2023-11-28,334,129168,0,129168,À vista
488,431,504,2025-01-31,303,142205,15000,127205,Financiamento
489,163,286,2025-10-21,341,117588,5000,112588,À vista
490,281,592,2023-04-20,342,111723,10000,101723,À vista
491,598,229,2025-11-25,302,149652,2000,147652,Financiamento
492,255,272,2024-11-13,332,86804,15000,71804,Leasing
493,390,383,2025-11-13,316,116443,5000,111443,Financiamento
494,454,462,2025-02-10,345,141113,0,141113,À vista
495,324,574,2023-06-01,316,73020,10000,63020,À vista
496,118,538,2023-01-18,302,85142,5000,80142,Financiamento
497,187,266,2025-01-11,310,124960,0,124960,Financiamento
498,345,443,2025-04-19,302,60917,10000,50917,À vista
499,542,558,2023-02-03,348,137432,15000,122432,À vista
500,310,309,2024-09-25,321,119189,10000,109189,Leasing
501,312,627,2024-01-02,322,106095,5000,101095,Leasing
502,293,370,2023-08-27,320,54727,2000,52727,À vista
503,219,679,2025-05-08,308,138867,2000,136867,À vista
504,195,387,2024-09-05,343,51532,5000,46532,À vista
505,318,434,2024-07-22,306,136736,5000,131736,Financiamento
506,319,329,2025-02-17,316,92301,0,92301,À vista
507,467,247,2025-09-15,343,148621,15000,133621,Financiamento
508,225,497,2023-11-10,333,73847,0,73847,À vista
509,381,412,2024-05-17,319,103621,15000,88621,Leasing
510,191,611,2025-04-30,314,94620,2000,92620,Leasing
511,595,342,2025-02-10,315,80978,15000,65978,Leasing
512,548,634,2024-03-30,303,109211,2000,107211,À vista
513,418,557,2025-02-03,349,60322,5000,55322,Leasing
514,140,203,2024-08-01,345,140274,10000,130274,À vista
515,421,420,2023-08-02,327,59043,2000,57043,Leasing
516,443,661,2023-12-20,331,112372,2000,110372,À vista
517,164,366,2023-05-18,329,137207,15000,122207,Leasing
518,135,667,2024-06-30,331,142352,15000,127352,Financiamento
519,418,450,2024-09-06,327,111478,15000,96478,À vista
520,232,214,2023-10-28,343,82963,15000,67963,Financiamento
521,223,240,2025-03-30,301,97249,2000,95249,Financiamento
522,118,534,2023-12-30,305,142938,15000,127938,À vista
523,420,678,2024-08-20,349,65010,15000,50010,Financiamento
524,412,201,2023-10-11,332,73677,10000,63677,Leasing
525,353,233,2024-06-30,308,123597,15000,108597,À vista
526,420,462,2025-12-27,303,141113,5000,136113,Leasing
527,511,585,2025-05-26,309,131053,2000,129053,Leasing
528,106,504,2025-02-19,329,142205,10000,132205,Financiamento
529,237,335,2024-06-30,314,74561,0,74561,Financiamento
530,386,281,2023-12-06,336,147949,15000,132949,Leasing
531,327,477,2023-05-06,337,123546,2000,121546,Financiamento
532,260,238,2025-01-05,347,111228,0,111228,Leasing
533,161,533,2023-08-06,324,130901,0,130901,Financiamento
534,121,683,2024-12-18,332,146782,10000,136782,À vista
535,226,567,2026-01-04,306,62678,15000,47678,À vista
536,345,469,2023-05-17,305,58484,5000,53484,À vista
537,364,321,2023-12-30,304,54386,0,54386,Financiamento
538,190,551,2025-07-01,318,87778,0,87778,À vista
539,585,436,2023-12-31,335,58948,10000,48948,À vista
540,407,303,2025-01-29,303,56845,2000,54845,À vista
541,180,348,2024-02-22,333,132908,0,132908,Leasing
542,241,299,2023-02-04,337,78582,2000,76582,À vista
543,101,605,2025-07-24,319,62228,10000,52228,Financiamento
544,546,623,2024-01-02,338,61532,15000,46532,Financiamento
545,182,415,2023-06-04,307,103049,2000,101049,Financiamento
546,543,680,2023-09-14,304,130127,15000,115127,Leasing
547,493,669,2024-09-06,301,107652,15000,92652,Financiamento
548,562,699,2024-12-21,332,110174,15000,95174,Leasing
549,413,619,2024-04-23,342,116276,15000,101276,À vista
550,228,684,2024-04-05,321,88595,2000,86595,Leasing
551,226,504,2025-03-15,303,142205,0,142205,Leasing
552,473,492,2024-07-18,323,143677,0,143677,À vista
553,199,662,2024-06-11,347,116606,5000,111606,Financiamento
554,363,337,2023-06-16,304,147961,0,147961,Leasing
555,596,456,2025-04-22,322,124560,5000,119560,À vista
556,583,668,2023-07-22,317,67327,2000,65327,À vista
557,426,650,2024-10-29,333,136648,2000,134648,Leasing
558,463,240,2023-06-20,320,97249,5000,92249,Financiamento
559,445,242,2024-03-28,319,110361,5000,105361,À vista
560,276,219,2025-01-31,312,129168,0,129168,Financiamento
561,143,587,2024-08-29,319,133964,0,133964,À vista
562,476,298,2025-04-01,329,144861,0,144861,Financiamento
563,458,531,2024-07-21,312,96378,10000,86378,À vista
564,182,609,2023-02-04,322,147259,15000,132259,À vista
565,204,632,2025-05-09,324,71381,0,71381,Financiamento
566,543,391,2025-07-09,310,131051,15000,116051,Financiamento
567,522,334,2025-04-02,320,60457,2000,58457,Financiamento
568,564,485,2025-04-19,302,68595,10000,58595,À vista
569,378,242,2023-11-24,313,110361,15000,95361,Financiamento
570,409,423,2024-07-29,301,118253,2000,116253,À vista
571,592,532,2025-01-16,319,112080,2000,110080,Leasing
572,437,605,2023-08-01,330,62228,5000,57228,Leasing
573,240,219,2024-04-19,349,129168,10000,119168,Leasing
574,419,621,2023-11-27,346,102905,15000,87905,Leasing
575,306,673,2024-09-01,347,130416,15000,115416,Leasing
576,578,310,2025-08-09,318,57035,0,57035,Leasing
577,308,474,2023-05-16,341,99350,5000,94350,Leasing
578,150,383,2025-11-20,309,116443,15000,101443,Leasing
579,128,384,2023-10-06,328,66666,5000,61666,Financiamento
580,447,556,2023-03-16,327,103330,2000,101330,Financiamento
581,506,331,2026-01-08,331,53743,2000,51743,Financiamento
582,453,402,2023-10-21,345,79839,2000,77839,À vista
583,362,688,2023-08-23,309,105430,15000,90430,À vista
584,565,437,2025-07-27,320,97201,15000,82201,À vista
585,103,393,2024-05-20,304,125837,10000,115837,Leasing
586,178,315,2023-08-12,346,68291,15000,53291,Financiamento
587,535,697,2025-10-16,307,108492,5000,103492,Leasing
588,402,543,2023-04-12,307,91603,10000,81603,Financiamento
589,151,678,2025-07-10,310,65010,15000,50010,Financiamento
590,566,493,2024-01-23,341,140905,10000,130905,Financiamento
591,142,689,2025-04-16,347,107649,2000,105649,Financiamento
592,180,613,2024-01-22,307,127551,2000,125551,Financiamento
593,257,522,2024-05-14,311,50702,15000,35702,Leasing
594,288,250,2025-11-14,319,78994,10000,68994,Financiamento
595,237,460,2024-10-25,307,120122,0,120122,Leasing
596,346,627,2023-11-03,322,106095,10000,96095,Financiamento
597,193,683,2025-02-24,339,146782,0,146782,Leasing
598,465,678,2025-09-10,302,65010,10000,55010,À vista
599,112,547,2025-10-24,325,146352,5000,141352,Leasing
600,452,341,2023-05-01,336,89489,2000,87489,Financiamento
601,311,548,2025-07-21,343,105571,2000,103571,Leasing
602,153,678,2023-06-20,311,65010,0,65010,Financiamento
603,551,243,2023-04-07,307,129392,10000,119392,Leasing
604,557,695,2024-09-20,331,61352,2000,59352,Leasing
605,265,646,2023-04-14,312,109500,5000,104500,Financiamento
606,579,547,2024-03-25,309,146352,0,146352,Leasing
607,341,454,2023-03-29,336,144452,5000,139452,Financiamento
608,142,317,2025-03-15,335,100547,0,100547,Leasing
609,468,509,2023-08-29,336,74275,5000,69275,Leasing
610,401,487,2024-08-05,348,65036,10000,55036,Financiamento
611,140,412,2023-11-12,307,103621,2000,101621,À vista
612,303,604,2025-02-04,305,67464,5000,62464,Financiamento
613,460,563,2025-12-17,316,85716,2000,83716,À vista
614,450,480,2024-04-30,311,114568,2000,112568,Leasing
615,534,644,2025-05-25,304,130686,5000,125686,Leasing
616,551,514,2025-03-16,305,55437,5000,50437,À vista
617,156,482,2024-03-09,312,80055,2000,78055,Leasing
618,414,591,2023-03-08,348,134523,2000,132523,Leasing
619,289,255,2025-10-21,343,114004,15000,99004,Leasing
620,475,353,2023-03-06,323,80245,5000,75245,Leasing
621,218,490,2023-08-25,348,50362,5000,45362,Leasing
622,358,303,2025-07-20,319,56845,10000,46845,Financiamento
623,583,445,2023-05-06,310,134316,10000,124316,À vista
624,301,296,2023-03-01,324,96277,10000,86277,Financiamento
625,263,273,2025-09-20,319,70450,10000,60450,Financiamento
626,304,621,2024-04-27,350,102905,0,102905,Leasing
627,408,262,2024-12-21,331,88131,2000,86131,À vista
628,178,619,2025-10-05,350,116276,15000,101276,À vista
629,508,694,2024-01-23,317,143416,15000,128416,Leasing
630,117,636,2025-09-08,320,131532,0,131532,À vista
631,312,557,2024-01-17,310,60322,5000,55322,À vista
632,266,338,2025-09-06,344,52233,10000,42233,Financiamento
633,442,476,2024-05-11,301,137114,2000,135114,Leasing
634,531,626,2024-04-09,301,78878,2000,76878,À vista
635,409,354,2025-10-10,332,64773,10000,54773,À vista
636,560,362,2024-09-29,348,111054,2000,109054,Financiamento
637,597,446,2024-03-29,325,123962,10000,113962,Financiamento
638,206,524,2025-07-12,342,95380,15000,80380,Financiamento
639,417,656,2023-02-15,332,86685,5000,81685,À vista
640,170,642,2025-07-09,332,109516,5000,104516,Financiamento
641,501,388,2025-05-09,304,88618,5000,83618,Financiamento
642,441,439,2024-08-05,313,60588,5000,55588,À vista
643,464,333,2024-02-25,318,102702,15000,87702,À vista
644,426,257,2024-03-07,307,51027,0,51027,À vista
645,466,328,2024-07-31,326,101043,0,101043,À vista
646,422,265,2024-08-07,341,111244,0,111244,Financiamento
647,524,249,2025-12-24,314,61774,15000,46774,Leasing
648,220,644,2024-04-22,336,130686,0,130686,Leasing
649,575,343,2023-03-16,341,118788,0,118788,Leasing
650,170,313,2023-09-21,319,135038,10000,125038,Financiamento
651,309,417,2023-11-18,318,77691,2000,75691,Leasing
652,226,352,2024-09-15,324,147569,5000,142569,À vista
653,268,446,2024-05-26,303,123962,5000,118962,À vista
654,446,494,2024-04-10,332,118008,0,118008,Leasing
655,555,319,2024-01-28,336,148203,5000,143203,À vista
656,162,374,2023-04-09,311,140626,5000,135626,À vista
657,125,656,2023-04-11,343,86685,2000,84685,À vista
658,577,313,2025-08-11,343,135038,10000,125038,À vista
659,399,578,2024-12-02,311,134847,10000,124847,Leasing
660,232,644,2024-03-04,322,130686,0,130686,À vista
661,190,476,2023-03-09,341,137114,5000,132114,Financiamento
662,290,587,2024-04-21,311,133964,0,133964,Financiamento
663,246,405,2023-04-14,320,72058,10000,62058,Financiamento
664,215,679,2023-12-12,302,138867,15000,123867,Financiamento
665,442,652,2024-02-19,331,56452,2000,54452,Financiamento
666,171,475,2024-02-14,318,62696,0,62696,À vista
667,572,541,2025-08-29,310,57397,0,57397,Leasing
668,101,632,2025-03-01,308,71381,15000,56381,Leasing
669,388,475,2025-03-08,332,62696,15000,47696,À vista
670,221,370,2025-05-01,316,54727,15000,39727,Financiamento
671,560,313,2024-07-27,345,135038,15000,120038,Leasing
672,272,284,2025-11-15,350,136177,2000,134177,Financiamento
673,462,436,2025-03-15,301,58948,5000,53948,Financiamento
674,257,353,2024-12-01,317,80245,15000,65245,Leasing
675,555,392,2024-03-30,335,62349,5000,57349,À vista
676,431,614,2025-04-03,310,78487,10000,68487,À vista
677,381,602,2024-02-06,317,77122,10000,67122,Financiamento
678,485,565,2023-08-13,328,65642,0,65642,À vista
679,538,592,2025-03-08,314,111723,10000,101723,À vista
680,350,214,2023-09-10,341,82963,15000,67963,Financiamento
681,207,598,2024-01-14,314,67851,10000,57851,Financiamento
682,362,296,2025-10-20,307,96277,5000,91277,À vista
683,551,268,2023-10-02,310,64086,15000,49086,Leasing
684,561,389,2025-05-08,326,103561,2000,101561,Leasing
685,267,661,2023-09-04,342,112372,15000,97372,Leasing
686,488,539,2025-10-02,311,69727,0,69727,Leasing
687,227,494,2025-01-19,313,118008,2000,116008,Leasing
688,400,669,2025-02-05,332,107652,0,107652,Financiamento
689,139,358,2024-10-25,301,51170,10000,41170,Financiamento
690,295,590,2024-09-28,306,123081,0,123081,À vista
691,453,323,2024-09-18,334,100891,2000,98891,Financiamento
692,194,409,2023-11-12,306,144125,10000,134125,À vista
693,178,336,2023-05-11,339,72493,0,72493,Financiamento
694,185,671,2025-11-20,328,148836,0,148836,Financiamento
695,269,336,2025-10-17,304,72493,10000,62493,Leasing
696,586,442,2023-05-09,327,51164,10000,41164,Financiamento
697,227,576,2024-05-26,326,139200,15000,124200,À vista
698,191,466,2023-08-13,314,136959,5000,131959,Financiamento
699,489,617,2024-07-25,341,104278,5000,99278,Leasing
700,223,337,2024-02-06,346,147961,0,147961,Financiamento
701,187,222,2025-11-23,305,107139,15000,92139,Financiamento
702,154,386,2024-03-15,319,112240,10000,102240,Financiamento
703,334,508,2025-10-23,347,145802,0,145802,Leasing
704,346,233,2025-12-10,346,123597,10000,113597,Leasing
705,276,471,2023-12-28,319,90132,10000,80132,Leasing
706,153,270,2024-04-25,304,55775,0,55775,Leasing
707,170,475,2025-10-31,336,62696,10000,52696,À vista
708,422,481,2025-10-16,317,114585,15000,99585,Leasing
709,415,486,2024-06-28,329,130796,0,130796,Financiamento
710,424,326,2023-06-14,334,85117,0,85117,Financiamento
711,143,333,2024-12-23,315,102702,15000,87702,Leasing
712,253,688,2024-06-04,313,105430,2000,103430,Leasing
713,287,401,2025-01-11,302,98725,5000,93725,Financiamento
714,407,223,2025-08-22,336,121158,2000,119158,À vista
715,201,407,2025-05-12,306,131007,15000,116007,Leasing
716,376,524,2023-06-11,334,95380,0,95380,À vista
717,186,540,2025-01-23,311,98739,2000,96739,Financiamento
718,394,530,2024-02-10,350,137389,2000,135389,À vista
719,156,270,2025-08-24,303,55775,10000,45775,Leasing
720,462,439,2023-06-03,321,60588,0,60588,À vista
721,317,639,2025-08-06,325,132614,10000,122614,Financiamento
722,213,305,2024-01-30,339,57179,2000,55179,À vista
723,465,359,2023-07-05,325,144422,15000,129422,Financiamento
724,317,579,2025-08-13,316,132095,5000,127095,À vista
725,537,530,2025-12-29,346,137389,10000,127389,Financiamento
726,297,394,2025-07-18,329,55104,0,55104,Leasing
727,444,470,2025-04-07,337,63129,15000,48129,À vista
728,560,507,2025-03-07,308,63198,10000,53198,Financiamento
729,211,648,2025-07-10,339,104142,2000,102142,Leasing
730,262,552,2026-01-13,339,116250,0,116250,Leasing
731,510,361,2024-12-17,335,116343,5000,111343,Financiamento
732,177,430,2023-02-20,348,69551,10000,59551,À vista
733,482,268,2023-04-02,313,64086,5000,59086,Leasing
734,535,639,2024-10-31,349,132614,5000,127614,Leasing
735,260,497,2025-09-07,304,73847,15000,58847,À vista
736,330,371,2025-06-08,317,134473,10000,124473,Financiamento
737,123,274,2024-05-17,340,93119,15000,78119,Leasing
738,146,495,2024-02-05,302,72572,5000,67572,Financiamento
739,582,621,2025-01-04,303,102905,10000,92905,Leasing
740,144,512,2025-06-20,331,143413,10000,133413,Financiamento
741,343,375,2024-12-29,336,67205,0,67205,À vista
742,339,412,2025-04-10,311,103621,5000,98621,Leasing
743,161,504,2025-12-05,309,142205,10000,132205,À vista
744,136,549,2023-11-08,349,64390,2000,62390,À vista
745,578,646,2024-02-20,328,109500,10000,99500,Financiamento
746,327,299,2024-08-18,318,78582,10000,68582,Leasing
747,121,679,2025-07-27,333,138867,10000,128867,Financiamento
748,188,239,2025-04-24,311,128147,0,128147,Financiamento
749,188,479,2023-05-08,337,91900,5000,86900,À vista
750,187,680,2025-01-27,345,130127,10000,120127,À vista
751,459,463,2025-11-01,306,87006,10000,77006,Leasing
752,454,620,2025-10-10,326,90466,5000,85466,Leasing
753,250,312,2026-01-06,343,112334,2000,110334,Financiamento
754,198,286,2024-05-10,346,117588,15000,102588,Financiamento
755,385,231,2024-01-18,325,100000,10000,90000,Leasing
756,114,269,2025-11-19,312,144452,2000,142452,Leasing
757,131,624,2025-09-10,312,113639,0,113639,À vista
758,228,444,2025-01-30,337,146831,2000,144831,Financiamento
759,260,377,2023-04-23,314,95193,2000,93193,À vista
760,291,348,2023-08-16,317,132908,0,132908,Financiamento
761,134,490,2023-04-25,326,50362,15000,35362,Financiamento
762,306,405,2024-03-08,331,72058,15000,57058,À vista
763,437,618,2024-08-17,332,94985,5000,89985,Financiamento
764,568,328,2025-06-11,316,101043,10000,91043,Leasing
765,542,673,2023-06-16,324,130416,5000,125416,À vista
766,542,482,2023-08-03,339,80055,15000,65055,À vista
767,359,676,2023-08-03,345,56895,5000,51895,Financiamento
768,230,642,2024-11-27,325,109516,2000,107516,À vista
769,211,608,2024-01-06,304,64303,0,64303,À vista
770,472,633,2025-11-10,342,63433,15000,48433,Leasing
771,191,348,2025-05-23,343,132908,2000,130908,Leasing
772,427,236,2025-04-04,303,106071,2000,104071,Financiamento
773,131,388,2026-01-15,344,88618,2000,86618,Leasing
774,101,597,2024-01-14,342,57192,5000,52192,À vista
775,551,613,2025-01-27,347,127551,2000,125551,À vista
776,243,489,2024-07-28,323,129788,0,129788,À vista
777,347,654,2025-12-30,338,113028,2000,111028,À vista
778,370,559,2025-05-10,339,97861,15000,82861,Leasing
779,331,654,2025-10-21,333,113028,0,113028,Leasing
780,470,302,2023-05-17,324,118956,10000,108956,Financiamento
781,169,269,2025-11-06,315,144452,0,144452,À vista
782,418,219,2025-07-07,349,129168,2000,127168,À vista
783,344,691,2023-07-11,329,111284,0,111284,Leasing
784,583,323,2024-06-04,344,100891,5000,95891,Leasing
785,191,202,2024-12-23,327,106717,15000,91717,Financiamento
786,457,681,2023-08-04,305,132295,2000,130295,À vista
787,165,416,2024-05-10,321,71944,10000,61944,Financiamento
788,445,435,2024-10-10,338,52401,15000,37401,À vista
789,225,377,2025-07-13,345,95193,2000,93193,Leasing
790,429,293,2024-05-15,340,88027,10000,78027,À vista
791,320,215,2025-04-06,309,69128,2000,67128,Leasing
792,151,292,2023-01-29,333,136421,10000,126421,Financiamento
793,213,614,2024-09-30,337,78487,15000,63487,À vista
794,568,355,2024-01-12,340,67895,0,67895,Leasing
795,476,608,2023-06-04,326,64303,15000,49303,À vista
796,158,366,2023-01-25,312,137207,2000,135207,Leasing
797,540,358,2025-11-09,306,51170,2000,49170,Financiamento
798,448,325,2023-10-12,307,78136,2000,76136,Leasing
799,477,221,2023-08-10,321,51312,5000,46312,Financiamento
800,203,341,2023-07-08,307,89489,2000,87489,À vista
801,598,474,2025-12-09,301,99350,2000,97350,Financiamento
802,161,501,2025-07-17,329,59988,0,59988,Financiamento
803,554,253,2025-05-27,319,56374,5000,51374,À vista
804,355,257,2025-06-18,322,51027,5000,46027,À vista
805,596,551,2024-10-30,321,87778,2000,85778,Leasing
806,488,443,2024-08-15,344,60917,10000,50917,À vista
807,226,438,2023-05-29,315,113225,10000,103225,À vista
808,375,661,2025-05-20,327,112372,10000,102372,Leasing
809,470,325,2024-03-10,335,78136,0,78136,Leasing
810,551,391,2025-10-19,303,131051,5000,126051,À vista
811,455,442,2024-08-08,335,51164,5000,46164,À vista
812,206,643,2025-07-10,346,131368,10000,121368,À vista
813,564,573,2023-06-24,325,89404,10000,79404,Leasing
814,560,310,2025-06-23,313,57035,2000,55035,À vista
815,153,661,2024-06-10,309,112372,2000,110372,À vista
816,113,303,2023-05-30,323,56845,15000,41845,Leasing
817,408,626,2024-12-26,305,78878,5000,73878,Financiamento
818,294,207,2023-04-25,328,101175,0,101175,À vista
819,532,407,2025-02-24,324,131007,15000,116007,Leasing
820,594,495,2024-09-25,312,72572,2000,70572,Financiamento
821,305,264,2024-01-08,343,105381,0,105381,Leasing
822,539,221,2023-06-12,315,51312,10000,41312,Leasing
823,511,280,2024-01-31,341,130173,15000,115173,Financiamento
824,368,515,2023-05-14,336,68464,0,68464,Leasing
825,274,658,2025-08-22,312,87349,10000,77349,À vista
826,200,666,2024-11-18,318,97934,5000,92934,Leasing
827,589,306,2024-01-19,326,74134,15000,59134,Leasing
828,357,332,2024-03-10,344,133782,15000,118782,Leasing
829,533,640,2024-07-20,301,139937,0,139937,À vista
830,573,525,2023-08-31,317,141054,10000,131054,Leasing
831,462,659,2023-05-03,338,104619,15000,89619,Leasing
832,227,317,2024-09-20,306,100547,0,100547,À vista
833,207,383,2025-07-29,342,116443,10000,106443,Leasing
834,548,364,2024-05-28,327,76817,0,76817,À vista
835,466,290,2025-09-16,306,121430,15000,106430,Leasing
836,407,499,2025-03-13,349,69591,2000,67591,À vista
837,399,594,2023-11-20,308,53375,2000,51375,Financiamento
838,596,470,2024-12-18,349,63129,10000,53129,À vista
839,452,340,2023-06-13,322,66143,15000,51143,À vista
840,383,460,2023-04-09,305,120122,10000,110122,À vista
841,189,380,2024-08-31,304,115685,15000,100685,À vista
842,408,361,2025-01-02,315,116343,10000,106343,Leasing
843,183,674,2023-11-11,328,59677,2000,57677,À vista
844,252,271,2025-03-19,350,51452,10000,41452,Financiamento
845,390,658,2024-09-11,335,87349,0,87349,À vista
846,422,376,2025-07-03,312,82388,10000,72388,À vista
847,252,398,2023-03-25,301,114162,0,114162,Leasing
848,440,482,2023-04-13,348,80055,5000,75055,Financiamento
849,440,322,2024-03-17,328,147525,15000,132525,Leasing
850,598,367,2025-08-06,332,119712,5000,114712,Financiamento
851,124,435,2024-02-10,343,52401,10000,42401,À vista
852,244,329,2025-06-14,304,92301,10000,82301,À vista
853,391,294,2023-08-19,313,70151,0,70151,Financiamento
854,295,654,2024-07-08,309,113028,2000,111028,Leasing
855,537,374,2024-10-21,304,140626,0,140626,À vista
856,368,423,2025-06-22,334,118253,10000,108253,À vista
857,574,466,2023-03-29,344,136959,0,136959,Financiamento
858,471,267,2024-03-26,344,128177,0,128177,À vista
859,535,431,2025-07-22,304,104772,10000,94772,Financiamento
860,103,640,2023-11-01,348,139937,0,139937,Leasing
861,581,424,2025-08-15,314,97183,15000,82183,Financiamento
862,323,210,2024-01-18,341,70333,15000,55333,Leasing
863,253,669,2023-11-15,314,107652,0,107652,À vista
864,325,259,2025-07-09,322,125710,2000,123710,Financiamento
865,440,685,2024-01-25,316,125396,2000,123396,Leasing
866,277,519,2023-11-29,349,120227,5000,115227,À vista
867,275,506,2023-11-08,313,149326,2000,147326,À vista
868,243,371,2023-12-10,314,134473,2000,132473,À vista
869,533,570,2025-09-14,339,142854,0,142854,À vista
870,576,545,2025-11-21,305,105370,10000,95370,À vista
871,510,294,2024-03-01,327,70151,0,70151,À vista
872,264,583,2025-05-04,341,96522,15000,81522,Financiamento
873,314,592,2024-12-20,328,111723,2000,109723,À vista
874,297,649,2025-07-01,345,137226,15000,122226,Leasing
875,510,595,2023-07-18,317,123063,5000,118063,Leasing
876,244,222,2024-09-06,344,107139,5000,102139,Leasing
877,297,352,2025-11-23,313,147569,0,147569,Leasing
878,270,439,2025-10-12,324,60588,5000,55588,Leasing
879,151,268,2024-06-18,320,64086,15000,49086,Leasing
880,205,645,2023-11-10,339,138735,0,138735,Financiamento
881,569,311,2025-06-25,305,112380,15000,97380,Leasing
882,194,386,2023-06-21,318,112240,2000,110240,Financiamento
883,119,632,2025-10-02,305,71381,2000,69381,À vista
884,582,608,2023-05-09,336,64303,10000,54303,À vista
885,505,435,2024-08-20,306,52401,15000,37401,Leasing
886,380,353,2025-04-23,334,80245,10000,70245,À vista
887,214,484,2024-03-12,323,98063,15000,83063,Leasing
888,343,643,2023-07-05,323,131368,5000,126368,Financiamento
889,384,260,2023-08-22,330,72093,2000,70093,Financiamento
890,535,250,2023-02-14,324,78994,5000,73994,Leasing
891,251,203,2025-01-04,345,140274,10000,130274,Financiamento
892,420,637,2025-11-18,312,149785,15000,134785,Leasing
893,565,436,2023-07-09,313,58948,15000,43948,Leasing
894,542,625,2025-06-13,339,92254,2000,90254,Financiamento
895,431,661,2023-04-01,305,112372,10000,102372,Financiamento
896,547,210,2025-08-26,350,70333,10000,60333,Leasing
897,192,520,2025-01-04,344,106740,15000,91740,À vista
898,567,500,2023-07-15,313,84937,2000,82937,Leasing
899,496,545,2025-09-30,335,105370,5000,100370,Leasing
900,248,608,2024-11-05,316,64303,15000,49303,Leasing
901,428,413,2025-10-19,336,142921,15000,127921,Leasing
902,467,499,2024-09-09,336,69591,5000,64591,À vista
903,150,554,2025-10-13,332,125259,5000,120259,Financiamento
904,483,527,2025-04-03,321,138365,0,138365,Financiamento
905,458,282,2025-08-26,303,138839,2000,136839,Financiamento
906,375,485,2023-10-29,350,68595,2000,66595,Leasing
907,217,357,2024-03-21,350,138872,0,138872,À vista
908,213,250,2025-12-30,331,78994,2000,76994,Leasing
909,137,595,2024-01-10,316,123063,10000,113063,À vista
910,197,700,2024-03-19,318,52921,15000,37921,Financiamento
911,397,282,2023-11-16,336,138839,5000,133839,Leasing
912,174,649,2023-03-11,348,137226,5000,132226,Leasing
913,420,563,2024-08-01,309,85716,5000,80716,À vista
914,479,518,2023-03-24,311,134078,5000,129078,À vista
915,561,520,2023-11-03,324,106740,10000,96740,Financiamento
916,594,680,2023-01-26,317,130127,5000,125127,Leasing
917,214,354,2025-05-23,340,64773,10000,54773,À vista
918,545,619,2023-11-13,349,116276,10000,106276,À vista
919,103,308,2025-09-13,327,106279,10000,96279,À vista
920,283,368,2026-01-05,306,87676,0,87676,Leasing
921,229,351,2025-10-03,329,83180,0,83180,Leasing
922,357,498,2025-12-09,339,55545,0,55545,Leasing
923,515,301,2023-06-05,301,147777,10000,137777,Leasing
924,511,591,2025-10-28,318,134523,15000,119523,À vista
925,171,285,2025-03-14,302,125538,2000,123538,À vista
926,410,568,2023-08-19,322,58626,10000,48626,À vista
927,290,426,2024-02-17,321,97817,15000,82817,Leasing
928,139,593,2024-06-06,306,105191,10000,95191,Leasing
929,505,600,2024-02-08,345,123594,2000,121594,Leasing
930,598,616,2023-01-26,331,138628,5000,133628,À vista
931,265,578,2024-05-13,346,134847,10000,124847,Leasing
932,401,510,2024-06-18,343,130392,2000,128392,Leasing
933,531,283,2025-08-22,335,78671,5000,73671,À vista
934,355,346,2024-07-08,345,147143,5000,142143,À vista
935,209,592,2025-09-09,307,111723,0,111723,Financiamento
936,544,284,2025-08-11,330,136177,15000,121177,À vista
937,288,338,2023-09-12,348,52233,5000,47233,À vista
938,484,266,2023-05-31,326,124960,10000,114960,À vista
939,530,201,2025-12-09,334,73677,0,73677,Financiamento
940,470,205,2023-06-05,335,100585,5000,95585,Financiamento
941,549,655,2024-05-29,314,61725,0,61725,Financiamento
942,150,637,2023-02-26,316,149785,10000,139785,Financiamento
943,400,276,2025-09-15,350,64867,15000,49867,Financiamento
944,183,508,2023-02-17,337,145802,5000,140802,Leasing
945,110,689,2025-04-14,334,107649,0,107649,À vista
946,497,448,2023-10-26,328,113356,10000,103356,Financiamento
947,452,476,2025-03-16,306,137114,0,137114,Leasing
948,101,575,2025-10-01,305,71222,5000,66222,À vista
949,349,665,2023-12-23,342,92836,10000,82836,Leasing
950,239,548,2023-03-05,320,105571,10000,95571,Leasing
951,350,354,2025-02-15,338,64773,0,64773,Leasing
952,558,423,2023-04-01,322,118253,10000,108253,Financiamento
953,545,316,2023-03-26,303,72957,2000,70957,Leasing
954,176,578,2023-04-11,325,134847,5000,129847,Financiamento
955,484,559,2023-02-12,330,97861,5000,92861,Financiamento
956,399,378,2023-09-19,307,128558,15000,113558,Financiamento
957,204,582,2023-05-17,327,92978,2000,90978,À vista
958,300,553,2024-02-08,326,94541,0,94541,Financiamento
959,287,559,2025-07-09,320,97861,5000,92861,À vista
960,322,427,2024-08-15,308,132669,10000,122669,Financiamento
961,388,571,2025-10-22,344,105260,10000,95260,À vista
962,585,323,2023-09-27,304,100891,5000,95891,Leasing
963,224,310,2025-08-14,338,57035,15000,42035,Financiamento
964,593,360,2024-12-15,346,130242,0,130242,Leasing
965,366,296,2023-09-22,315,96277,10000,86277,À vista
966,191,243,2025-03-10,315,129392,2000,127392,Leasing
